Index,TimeTag,Alias,ARINC429
381,0d:5h:09m:11.585 709s,Magnetic Heading,0x8A08400C
382,0d:5h:09m:11.588 589s,Set Magnetic Heading,0x825C0023
383,0d:5h:09m:11.591 469s,Body Pitch Acceleration,0x8000202A
384,0d:5h:09m:11.594 349s,Body Roll Acceleration,0x8000002B
385,0d:5h:09m:11.597 229s,Body Yaw Acceleration,0x0000002C
386,0d:5h:09m:11.600 109s,Altitude Rate,0x1F80008A
387,0d:5h:09m:11.605 869s,Integrated Vertical Acceleration,0x80318EB5
388,0d:5h:09m:11.608 749s,Present Position - Latitude,0x1B05FC8
389,0d:5h:09m:11.611 629s,Present Position - Longitude,0x8ED82FC9
390,0d:5h:09m:11.614 509s,Ground Speed,0x00B5A0CA
391,0d:5h:09m:11.617 389s,Pitch Angle,0x002480D4
392,0d:5h:09m:11.620 269s,Roll Angle,0x9FFB80D5
393,0d:5h:09m:11.623 149s,Body Pitch Rate,0x1FFF80D6
394,0d:5h:09m:11.626 029s,Body Roll Rate,0x800000D7
395,0d:5h:09m:11.628 909s,Body Yaw Rate,0x800000D8
396,0d:5h:09m:11.631 789s,Body Longitudinal Acceleration,0x1F2300D9
397,0d:5h:09m:11.634 669s,Body Lateral Acceleration,0x1FFB00DA
398,0d:5h:09m:11.637 549s,Body Normal Acceleration,0x0C4C00DB
399,0d:5h:09m:11.640 429s,Altitude (Inertial),0x8040BEF1
400,0d:5h:09m:11.643 309s,Vertical Acceleration,0x8C4C00F4
401,0d:5h:09m:11.646 189s,Inertial Vertical Velocity (EFI),0x9F7E80F5
402,0d:5h:09m:11.649 069s,g,0x81CF00F8
403,0d:5h:09m:11.685 709s,Magnetic Heading,0x8A08400C
404,0d:5h:09m:11.688 589s,Set Magnetic Heading,0x825C0023
405,0d:5h:09m:11.691 469s,Body Pitch Acceleration,0x8000202A
406,0d:5h:09m:11.694 349s,Body Roll Acceleration,0x8000002B
407,0d:5h:09m:11.697 229s,Body Yaw Acceleration,0x0000002C
408,0d:5h:09m:11.700 109s,Altitude Rate,0x9F7E008A
409,0d:5h:09m:11.705 869s,Integrated Vertical Acceleration,0x803100B5
410,0d:5h:09m:11.708 749s,Present Position - Latitude,0x1B05FC8
411,0d:5h:09m:11.711 629s,Present Position - Longitude,0x8ED82FC9
412,0d:5h:09m:11.714 509s,Ground Speed,0x00B5A0CA
413,0d:5h:09m:11.717 389s,Pitch Angle,0x002600D4
414,0d:5h:09m:11.720 269s,Roll Angle,0x9FFB80D5
415,0d:5h:09m:11.723 149s,Body Pitch Rate,0x1FFF80D6
416,0d:5h:09m:11.726 029s,Body Roll Rate,0x800000D7
417,0d:5h:09m:11.728 909s,Body Yaw Rate,0x800000D8
418,0d:5h:09m:11.731 789s,Body Longitudinal Acceleration,0x1F4600D9
419,0d:5h:09m:11.734 669s,Body Lateral Acceleration,0x1FFB00DA
420,0d:5h:09m:11.737 549s,Body Normal Acceleration,0x0C3400DB
421,0d:5h:09m:11.740 429s,Altitude (Inertial),0x8040B1F1
422,0d:5h:09m:11.743 309s,Vertical Acceleration,0x8C3400F4
423,0d:5h:09m:11.746 189s,Inertial Vertical Velocity (EFI),0x9F7CC0F5
424,0d:5h:09m:11.749 069s,g,0x81CF00F8
425,0d:5h:09m:11.785 709s,Magnetic Heading,0x8A08400C
426,0d:5h:09m:11.788 589s,Set Magnetic Heading,0x825C0023
427,0d:5h:09m:11.791 469s,Body Pitch Acceleration,0x8000202A
428,0d:5h:09m:11.794 349s,Body Roll Acceleration,0x8000002B
429,0d:5h:09m:11.797 229s,Body Yaw Acceleration,0x0000002C
430,0d:5h:09m:11.800 109s,Altitude Rate,0x1F7C008A
431,0d:5h:09m:11.805 869s,Integrated Vertical Acceleration,0x003071B5
432,0d:5h:09m:11.808 749s,Present Position - Latitude,0x1B05FC8
433,0d:5h:09m:11.811 629s,Present Position - Longitude,0x8ED82FC9
434,0d:5h:09m:11.814 509s,Ground Speed,0x00B5C0CA
435,0d:5h:09m:11.817 389s,Pitch Angle,0x002740D4
436,0d:5h:09m:11.820 269s,Roll Angle,0x9FFB80D5
437,0d:5h:09m:11.823 149s,Body Pitch Rate,0x1FFF80D6
438,0d:5h:09m:11.826 029s,Body Roll Rate,0x800000D7
439,0d:5h:09m:11.828 909s,Body Yaw Rate,0x800000D8
440,0d:5h:09m:11.831 789s,Body Longitudinal Acceleration,0x9F6500D9
441,0d:5h:09m:11.834 669s,Body Lateral Acceleration,0x9FFC00DA
442,0d:5h:09m:11.837 549s,Body Normal Acceleration,0x0C1C00DB
443,0d:5h:09m:11.840 429s,Altitude (Inertial),0x004098F1
444,0d:5h:09m:11.843 309s,Vertical Acceleration,0x0D5200F4
445,0d:5h:09m:11.846 189s,Inertial Vertical Velocity (EFI),0x1F7920F5
446,0d:5h:09m:11.849 069s,g,0x01CB00F8
447,0d:5h:09m:11.885 709s,Magnetic Heading,0x8A08400C
448,0d:5h:09m:11.888 589s,Set Magnetic Heading,0x825C0023
449,0d:5h:09m:11.891 469s,Body Pitch Acceleration,0x0002E02A
450,0d:5h:09m:11.894 349s,Body Roll Acceleration,0x8000002B
451,0d:5h:09m:11.897 229s,Body Yaw Acceleration,0x0000002C
452,0d:5h:09m:11.900 109s,Altitude Rate,0x9F78008A
453,0d:5h:09m:11.905 869s,Integrated Vertical Acceleration,0x0034C1B5
454,0d:5h:09m:11.908 749s,Present Position - Latitude,0x1B05FC8
455,0d:5h:09m:11.911 629s,Present Position - Longitude,0x8ED82FC9
456,0d:5h:09m:11.914 509s,Ground Speed,0x00B5C0CA
457,0d:5h:09m:11.917 389s,Pitch Angle,0x002880D4
458,0d:5h:09m:11.920 269s,Roll Angle,0x9FFB80D5
459,0d:5h:09m:11.923 149s,Body Pitch Rate,0x000000D6
460,0d:5h:09m:11.926 029s,Body Roll Rate,0x800000D7
461,0d:5h:09m:11.928 909s,Body Yaw Rate,0x800000D8
462,0d:5h:09m:11.931 789s,Body Longitudinal Acceleration,0x9F9F00D9
463,0d:5h:09m:11.934 669s,Body Lateral Acceleration,0x9FFC00DA
464,0d:5h:09m:11.937 549s,Body Normal Acceleration,0x0D3000DB
465,0d:5h:09m:11.940 429s,Altitude (Inertial),0x804093F1
466,0d:5h:09m:11.943 309s,Vertical Acceleration,0x8D3000F4
467,0d:5h:09m:11.946 189s,Inertial Vertical Velocity (EFI),0x9F7880F5
468,0d:5h:09m:11.949 069s,g,0x01CB00F8
469,0d:5h:09m:11.985 709s,Magnetic Heading,0x8A08400C
470,0d:5h:09m:11.988 589s,Set Magnetic Heading,0x825C0023
471,0d:5h:09m:11.991 469s,Body Pitch Acceleration,0x8002C02A
472,0d:5h:09m:11.994 349s,Body Roll Acceleration,0x8000002B
473,0d:5h:09m:11.997 229s,Body Yaw Acceleration,0x0000002C
474,0d:5h:09m:12.000 109s,Altitude Rate,0x9F78008A
475,0d:5h:09m:12.005 869s,Integrated Vertical Acceleration,0x0033B7B5
476,0d:5h:09m:12.008 749s,Present Position - Latitude,0x1B05FC8
477,0d:5h:09m:12.011 629s,Present Position - Longitude,0x8ED82FC9
478,0d:5h:09m:12.014 509s,Ground Speed,0x80B5E0CA
479,0d:5h:09m:12.017 389s,Pitch Angle,0x8028C0D4
480,0d:5h:09m:12.020 269s,Roll Angle,0x9FFB80D5
481,0d:5h:09m:12.023 149s,Body Pitch Rate,0x000000D6
482,0d:5h:09m:12.026 029s,Body Roll Rate,0x800000D7
483,0d:5h:09m:12.028 909s,Body Yaw Rate,0x800000D8
484,0d:5h:09m:12.031 789s,Body Longitudinal Acceleration,0x9FE400D9
485,0d:5h:09m:12.034 669s,Body Lateral Acceleration,0x9FFC00DA
486,0d:5h:09m:12.037 549s,Body Normal Acceleration,0x8C1100DB
487,0d:5h:09m:12.040 429s,Altitude (Inertial),0x80407EF1
488,0d:5h:09m:12.043 309s,Vertical Acceleration,0x0C1100F4
489,0d:5h:09m:12.046 189s,Inertial Vertical Velocity (EFI),0x1F7580F5
490,0d:5h:09m:12.049 069s,g,0x01CF80F8
491,0d:5h:09m:12.085 709s,Magnetic Heading,0x8A08400C
492,0d:5h:09m:12.088 589s,Set Magnetic Heading,0x825C0023
493,0d:5h:09m:12.091 469s,Body Pitch Acceleration,0x0002202A
494,0d:5h:09m:12.094 349s,Body Roll Acceleration,0x8000002B
495,0d:5h:09m:12.097 229s,Body Yaw Acceleration,0x0000002C
496,0d:5h:09m:12.100 109s,Altitude Rate,0x9F74008A
497,0d:5h:09m:12.105 869s,Integrated Vertical Acceleration,0x802C6CB5
498,0d:5h:09m:12.108 749s,Present Position - Latitude,0x1B05FC8
499,0d:5h:09m:12.111 629s,Present Position - Longitude,0x8ED82FC9
500,0d:5h:09m:12.114 509s,Ground Speed,0x80B5E0CA
501,0d:5h:09m:12.117 389s,Pitch Angle,0x8028C0D4
502,0d:5h:09m:12.120 269s,Roll Angle,0x9FFB80D5
503,0d:5h:09m:12.123 149s,Body Pitch Rate,0x000000D6
504,0d:5h:09m:12.126 029s,Body Roll Rate,0x800000D7
505,0d:5h:09m:12.128 909s,Body Yaw Rate,0x800000D8
506,0d:5h:09m:12.131 789s,Body Longitudinal Acceleration,0x001800D9
507,0d:5h:09m:12.134 669s,Body Lateral Acceleration,0x1FFB00DA
508,0d:5h:09m:12.137 549s,Body Normal Acceleration,0x0B1B00DB
509,0d:5h:09m:12.140 429s,Altitude (Inertial),0x80406AF1
510,0d:5h:09m:12.143 309s,Vertical Acceleration,0x8A8A00F4
511,0d:5h:09m:12.146 189s,Inertial Vertical Velocity (EFI),0x1F72C0F5
512,0d:5h:09m:12.149 069s,g,0x01D300F8
513,0d:5h:09m:12.185 709s,Magnetic Heading,0x8A08400C
514,0d:5h:09m:12.188 589s,Set Magnetic Heading,0x825C0023
515,0d:5h:09m:12.191 469s,Body Pitch Acceleration,0x0001E02A
516,0d:5h:09m:12.194 349s,Body Roll Acceleration,0x8000002B
517,0d:5h:09m:12.197 229s,Body Yaw Acceleration,0x0000002C
518,0d:5h:09m:12.200 109s,Altitude Rate,0x1F70008A
519,0d:5h:09m:12.205 869s,Integrated Vertical Acceleration,0x802497B5
520,0d:5h:09m:12.208 749s,Present Position - Latitude,0x1B05FC8
521,0d:5h:09m:12.211 629s,Present Position - Longitude,0x8ED82FC9
522,0d:5h:09m:12.214 509s,Ground Speed,0x00B600CA
523,0d:5h:09m:12.217 389s,Pitch Angle,0x802800D4
524,0d:5h:09m:12.220 269s,Roll Angle,0x9FFB80D5
525,0d:5h:09m:12.223 149s,Body Pitch Rate,0x000000D6
526,0d:5h:09m:12.226 029s,Body Roll Rate,0x800000D7
527,0d:5h:09m:12.228 909s,Body Yaw Rate,0x800000D8
528,0d:5h:09m:12.231 789s,Body Longitudinal Acceleration,0x806E00D9
529,0d:5h:09m:12.234 669s,Body Lateral Acceleration,0x1FFB00DA
530,0d:5h:09m:12.237 549s,Body Normal Acceleration,0x092600DB
531,0d:5h:09m:12.240 429s,Altitude (Inertial),0x80405AF1
532,0d:5h:09m:12.243 309s,Vertical Acceleration,0x892600F4
533,0d:5h:09m:12.246 189s,Inertial Vertical Velocity (EFI),0x9F70A0F5
534,0d:5h:09m:12.249 069s,g,0x81D800F8
535,0d:5h:09m:12.285 709s,Magnetic Heading,0x8A08400C
536,0d:5h:09m:12.288 589s,Set Magnetic Heading,0x825C0023
537,0d:5h:09m:12.291 469s,Body Pitch Acceleration,0x0000002A
538,0d:5h:09m:12.294 349s,Body Roll Acceleration,0x8000002B
539,0d:5h:09m:12.297 229s,Body Yaw Acceleration,0x0000002C
540,0d:5h:09m:12.300 109s,Altitude Rate,0x1F70008A
541,0d:5h:09m:12.305 869s,Integrated Vertical Acceleration,0x80203AB5
542,0d:5h:09m:12.308 749s,Present Position - Latitude,0x1B05FC8
543,0d:5h:09m:12.311 629s,Present Position - Longitude,0x8ED82FC9
544,0d:5h:09m:12.314 509s,Ground Speed,0x00B600CA
545,0d:5h:09m:12.317 389s,Pitch Angle,0x8027C0D4
546,0d:5h:09m:12.320 269s,Roll Angle,0x9FFB80D5
547,0d:5h:09m:12.323 149s,Body Pitch Rate,0x000000D6
548,0d:5h:09m:12.326 029s,Body Roll Rate,0x800000D7
549,0d:5h:09m:12.328 909s,Body Yaw Rate,0x800000D8
550,0d:5h:09m:12.331 789s,Body Longitudinal Acceleration,0x80B900D9
551,0d:5h:09m:12.334 669s,Body Lateral Acceleration,0x1FFB00DA
552,0d:5h:09m:12.337 549s,Body Normal Acceleration,0x869500DB
553,0d:5h:09m:12.340 429s,Altitude (Inertial),0x004046F1
554,0d:5h:09m:12.343 309s,Vertical Acceleration,0x069500F4
555,0d:5h:09m:12.346 189s,Inertial Vertical Velocity (EFI),0x1F6DE0F5
556,0d:5h:09m:12.349 069s,g,0x01E500F8
557,0d:5h:09m:12.385 709s,Magnetic Heading,0x8A08400C
558,0d:5h:09m:12.388 589s,Set Magnetic Heading,0x825C0023
559,0d:5h:09m:12.391 469s,Body Pitch Acceleration,0x9FFF602A
560,0d:5h:09m:12.394 349s,Body Roll Acceleration,0x8000002B
561,0d:5h:09m:12.397 229s,Body Yaw Acceleration,0x0000002C
562,0d:5h:09m:12.400 109s,Altitude Rate,0x9F6C008A
563,0d:5h:09m:12.405 869s,Integrated Vertical Acceleration,0x0019FDB5
564,0d:5h:09m:12.408 749s,Present Position - Latitude,0x1B05FC8
565,0d:5h:09m:12.411 629s,Present Position - Longitude,0x8ED82FC9
566,0d:5h:09m:12.414 509s,Ground Speed,0x80B620CA
567,0d:5h:09m:12.417 389s,Pitch Angle,0x802700D4
568,0d:5h:09m:12.420 269s,Roll Angle,0x9FFB80D5
569,0d:5h:09m:12.423 149s,Body Pitch Rate,0x000000D6
570,0d:5h:09m:12.426 029s,Body Roll Rate,0x800000D7
571,0d:5h:09m:12.428 909s,Body Yaw Rate,0x800000D8
572,0d:5h:09m:12.431 789s,Body Longitudinal Acceleration,0x80D300D9
573,0d:5h:09m:12.434 669s,Body Lateral Acceleration,0x9FFA00DA
574,0d:5h:09m:12.437 549s,Body Normal Acceleration,0x067F00DB
575,0d:5h:09m:12.440 429s,Altitude (Inertial),0x804030F1
576,0d:5h:09m:12.443 309s,Vertical Acceleration,0x871400F4
577,0d:5h:09m:12.446 189s,Inertial Vertical Velocity (EFI),0x1F6B20F5
578,0d:5h:09m:12.449 069s,g,0x01E280F8
579,0d:5h:09m:12.485 709s,Magnetic Heading,0x8A08400C
580,0d:5h:09m:12.488 589s,Set Magnetic Heading,0x825C0023
581,0d:5h:09m:12.491 469s,Body Pitch Acceleration,0x0002202A
582,0d:5h:09m:12.494 349s,Body Roll Acceleration,0x8000002B
583,0d:5h:09m:12.497 229s,Body Yaw Acceleration,0x0000002C
584,0d:5h:09m:12.500 109s,Altitude Rate,0x9F6A008A
585,0d:5h:09m:12.505 869s,Integrated Vertical Acceleration,0x801A09B5
586,0d:5h:09m:12.508 749s,Present Position - Latitude,0x1B05FC8
587,0d:5h:09m:12.511 629s,Present Position - Longitude,0x8ED82FC9
588,0d:5h:09m:12.514 509s,Ground Speed,0x80B640CA
589,0d:5h:09m:12.517 389s,Pitch Angle,0x002600D4
590,0d:5h:09m:12.520 269s,Roll Angle,0x9FFB80D5
591,0d:5h:09m:12.523 149s,Body Pitch Rate,0x000000D6
592,0d:5h:09m:12.526 029s,Body Roll Rate,0x800000D7
593,0d:5h:09m:12.528 909s,Body Yaw Rate,0x800000D8
594,0d:5h:09m:12.531 789s,Body Longitudinal Acceleration,0x812200D9
595,0d:5h:09m:12.534 669s,Body Lateral Acceleration,0x9FFA00DA
596,0d:5h:09m:12.537 549s,Body Normal Acceleration,0x868200DB
597,0d:5h:09m:12.540 429s,Altitude (Inertial),0x804028F1
598,0d:5h:09m:12.543 309s,Vertical Acceleration,0x068200F4
599,0d:5h:09m:12.546 189s,Inertial Vertical Velocity (EFI),0x9F6A20F5
600,0d:5h:09m:12.549 069s,g,0x01E600F8
601,0d:5h:09m:12.585 709s,Magnetic Heading,0x8A08400C
602,0d:5h:09m:12.588 589s,Set Magnetic Heading,0x825C0023
603,0d:5h:09m:12.591 469s,Body Pitch Acceleration,0x0001E02A
604,0d:5h:09m:12.594 349s,Body Roll Acceleration,0x8000002B
605,0d:5h:09m:12.597 229s,Body Yaw Acceleration,0x0000002C
606,0d:5h:09m:12.600 109s,Altitude Rate,0x9F6A008A
607,0d:5h:09m:12.605 869s,Integrated Vertical Acceleration,0x0017C0B5
608,0d:5h:09m:12.608 749s,Present Position - Latitude,0x1B05FC8
609,0d:5h:09m:12.611 629s,Present Position - Longitude,0x8ED82FC9
610,0d:5h:09m:12.614 509s,Ground Speed,0x80B640CA
611,0d:5h:09m:12.617 389s,Pitch Angle,0x0025C0D4
612,0d:5h:09m:12.620 269s,Roll Angle,0x9FFB80D5
613,0d:5h:09m:12.623 149s,Body Pitch Rate,0x800080D6
614,0d:5h:09m:12.626 029s,Body Roll Rate,0x800000D7
615,0d:5h:09m:12.628 909s,Body Yaw Rate,0x800000D8
616,0d:5h:09m:12.631 789s,Body Longitudinal Acceleration,0x817100D9
617,0d:5h:09m:12.634 669s,Body Lateral Acceleration,0x9FF900DA
618,0d:5h:09m:12.637 549s,Body Normal Acceleration,0x04B400DB
619,0d:5h:09m:12.640 429s,Altitude (Inertial),0x004013F1
620,0d:5h:09m:12.643 309s,Vertical Acceleration,0x84B400F4
621,0d:5h:09m:12.646 189s,Inertial Vertical Velocity (EFI),0x9F67A0F5
622,0d:5h:09m:12.649 069s,g,0x01EA00F8
623,0d:5h:09m:12.685 709s,Magnetic Heading,0x8A08400C
624,0d:5h:09m:12.688 589s,Set Magnetic Heading,0x825C0023
625,0d:5h:09m:12.691 469s,Body Pitch Acceleration,0x8000E02A
626,0d:5h:09m:12.694 349s,Body Roll Acceleration,0x8000002B
627,0d:5h:09m:12.697 229s,Body Yaw Acceleration,0x0000002C
628,0d:5h:09m:12.700 109s,Altitude Rate,0x9F66008A
629,0d:5h:09m:12.705 869s,Integrated Vertical Acceleration,0x800CE6B5
630,0d:5h:09m:12.708 749s,Present Position - Latitude,0x1B05FC8
631,0d:5h:09m:12.711 629s,Present Position - Longitude,0x8ED82FC9
632,0d:5h:09m:12.714 509s,Ground Speed,0x00B660CA
633,0d:5h:09m:12.717 389s,Pitch Angle,0x802380D4
634,0d:5h:09m:12.720 269s,Roll Angle,0x9FFB80D5
635,0d:5h:09m:12.723 149s,Body Pitch Rate,0x800080D6
636,0d:5h:09m:12.726 029s,Body Roll Rate,0x800000D7
637,0d:5h:09m:12.728 909s,Body Yaw Rate,0x800000D8
638,0d:5h:09m:12.731 789s,Body Longitudinal Acceleration,0x01AB00D9
639,0d:5h:09m:12.734 669s,Body Lateral Acceleration,0x9FF900DA
640,0d:5h:09m:12.737 549s,Body Normal Acceleration,0x833A00DB
641,0d:5h:09m:12.740 429s,Altitude (Inertial),0x803FFDF1
642,0d:5h:09m:12.743 309s,Vertical Acceleration,0x027300F4
643,0d:5h:09m:12.746 189s,Inertial Vertical Velocity (EFI),0x9F6540F5
644,0d:5h:09m:12.749 069s,g,0x01F580F8
645,0d:5h:09m:12.785 709s,Magnetic Heading,0x8A08400C
646,0d:5h:09m:12.788 589s,Set Magnetic Heading,0x825C0023
647,0d:5h:09m:12.791 469s,Body Pitch Acceleration,0x0000602A
648,0d:5h:09m:12.794 349s,Body Roll Acceleration,0x8000002B
649,0d:5h:09m:12.797 229s,Body Yaw Acceleration,0x0000002C
650,0d:5h:09m:12.800 109s,Altitude Rate,0x1F64008A
651,0d:5h:09m:12.805 869s,Integrated Vertical Acceleration,0x9FFF24B5
652,0d:5h:09m:12.808 749s,Present Position - Latitude,0x1B05FC8
653,0d:5h:09m:12.811 629s,Present Position - Longitude,0x8ED82FC9
654,0d:5h:09m:12.814 509s,Ground Speed,0x80B680CA
655,0d:5h:09m:12.817 389s,Pitch Angle,0x8021C0D4
656,0d:5h:09m:12.820 269s,Roll Angle,0x9FFB80D5
657,0d:5h:09m:12.823 149s,Body Pitch Rate,0x800080D6
658,0d:5h:09m:12.826 029s,Body Roll Rate,0x800000D7
659,0d:5h:09m:12.828 909s,Body Yaw Rate,0x800000D8
660,0d:5h:09m:12.831 789s,Body Longitudinal Acceleration,0x81F600D9
661,0d:5h:09m:12.834 669s,Body Lateral Acceleration,0x1FF800DA
662,0d:5h:09m:12.837 549s,Body Normal Acceleration,0x1FC900DB
663,0d:5h:09m:12.840 429s,Altitude (Inertial),0x003FEEF1
664,0d:5h:09m:12.843 309s,Vertical Acceleration,0x9FC900F4
665,0d:5h:09m:12.846 189s,Inertial Vertical Velocity (EFI),0x1F63A0F5
666,0d:5h:09m:12.849 069s,g,0x820000F8
667,0d:5h:09m:12.885 709s,Magnetic Heading,0x8A08400C
668,0d:5h:09m:12.888 589s,Set Magnetic Heading,0x825C0023
669,0d:5h:09m:12.891 469s,Body Pitch Acceleration,0x1FFCE02A
670,0d:5h:09m:12.894 349s,Body Roll Acceleration,0x8000002B
671,0d:5h:09m:12.897 229s,Body Yaw Acceleration,0x0000002C
672,0d:5h:09m:12.900 109s,Altitude Rate,0x1F62008A
673,0d:5h:09m:12.905 869s,Integrated Vertical Acceleration,0x9FFD4CB5
674,0d:5h:09m:12.908 749s,Present Position - Latitude,0x1B05FC8
675,0d:5h:09m:12.911 629s,Present Position - Longitude,0x8ED82FC9
676,0d:5h:09m:12.914 509s,Ground Speed,0x80B680CA
677,0d:5h:09m:12.917 389s,Pitch Angle,0x002140D4
678,0d:5h:09m:12.920 269s,Roll Angle,0x1FFBC0D5
679,0d:5h:09m:12.923 149s,Body Pitch Rate,0x000000D6
680,0d:5h:09m:12.926 029s,Body Roll Rate,0x800000D7
681,0d:5h:09m:12.928 909s,Body Yaw Rate,0x800000D8
682,0d:5h:09m:12.931 789s,Body Longitudinal Acceleration,0x822D00D9
683,0d:5h:09m:12.934 669s,Body Lateral Acceleration,0x1FF800DA
684,0d:5h:09m:12.937 549s,Body Normal Acceleration,0x1F6600DB
685,0d:5h:09m:12.940 429s,Altitude (Inertial),0x003FD8F1
686,0d:5h:09m:12.943 309s,Vertical Acceleration,0x9F6600F4
687,0d:5h:09m:12.946 189s,Inertial Vertical Velocity (EFI),0x1F6180F5
688,0d:5h:09m:12.949 069s,g,0x820280F8
689,0d:5h:09m:12.985 709s,Magnetic Heading,0x8A08400C
690,0d:5h:09m:12.988 589s,Set Magnetic Heading,0x825C0023
691,0d:5h:09m:12.991 469s,Body Pitch Acceleration,0x1FFFE02A
692,0d:5h:09m:12.994 349s,Body Roll Acceleration,0x8000002B
693,0d:5h:09m:12.997 229s,Body Yaw Acceleration,0x0000002C
694,0d:5h:09m:13.000 109s,Altitude Rate,0x9F60008A
695,0d:5h:09m:13.005 869s,Integrated Vertical Acceleration,0x000090B5
696,0d:5h:09m:13.008 749s,Present Position - Latitude,0x1B05FC8
697,0d:5h:09m:13.011 629s,Present Position - Longitude,0x8ED82FC9
698,0d:5h:09m:13.014 509s,Ground Speed,0x80B680CA
699,0d:5h:09m:13.017 389s,Pitch Angle,0x802080D4
700,0d:5h:09m:13.020 269s,Roll Angle,0x1FFBC0D5
701,0d:5h:09m:13.023 149s,Body Pitch Rate,0x000000D6
702,0d:5h:09m:13.026 029s,Body Roll Rate,0x800000D7
703,0d:5h:09m:13.028 909s,Body Yaw Rate,0x800000D8
704,0d:5h:09m:13.031 789s,Body Longitudinal Acceleration,0x023D00D9
705,0d:5h:09m:13.034 669s,Body Lateral Acceleration,0x1FF800DA
706,0d:5h:09m:13.037 549s,Body Normal Acceleration,0x802400DB
707,0d:5h:09m:13.040 429s,Altitude (Inertial),0x803FC2F1
708,0d:5h:09m:13.043 309s,Vertical Acceleration,0x808F00F4
709,0d:5h:09m:13.046 189s,Inertial Vertical Velocity (EFI),0x9F5F80F5
710,0d:5h:09m:13.049 069s,g,0x01FC80F8
711,0d:5h:09m:13.085 709s,Magnetic Heading,0x8A08400C
712,0d:5h:09m:13.088 589s,Set Magnetic Heading,0x825C0023
713,0d:5h:09m:13.091 469s,Body Pitch Acceleration,0x8001C02A
714,0d:5h:09m:13.094 349s,Body Roll Acceleration,0x8000002B
715,0d:5h:09m:13.097 229s,Body Yaw Acceleration,0x0000002C
716,0d:5h:09m:13.100 109s,Altitude Rate,0x1F5E008A
717,0d:5h:09m:13.105 869s,Integrated Vertical Acceleration,0x9FFF60B5
718,0d:5h:09m:13.108 749s,Present Position - Latitude,0x1B05FC8
719,0d:5h:09m:13.111 629s,Present Position - Longitude,0x8ED82FC9
720,0d:5h:09m:13.114 509s,Ground Speed,0x00B6A0CA
721,0d:5h:09m:13.117 389s,Pitch Angle,0x801F80D4
722,0d:5h:09m:13.120 269s,Roll Angle,0x1FFBC0D5
723,0d:5h:09m:13.123 149s,Body Pitch Rate,0x000000D6
724,0d:5h:09m:13.126 029s,Body Roll Rate,0x800000D7
725,0d:5h:09m:13.128 909s,Body Yaw Rate,0x800000D8
726,0d:5h:09m:13.131 789s,Body Longitudinal Acceleration,0x027000D9
727,0d:5h:09m:13.134 669s,Body Lateral Acceleration,0x1FF700DA
728,0d:5h:09m:13.137 549s,Body Normal Acceleration,0x1FD800DB
729,0d:5h:09m:13.140 429s,Altitude (Inertial),0x803FBCF1
730,0d:5h:09m:13.143 309s,Vertical Acceleration,0x9FD800F4
731,0d:5h:09m:13.146 189s,Inertial Vertical Velocity (EFI),0x1F5EE0F5
732,0d:5h:09m:13.149 069s,g,0x01FC80F8
733,0d:5h:09m:13.185 709s,Magnetic Heading,0x8A08400C
734,0d:5h:09m:13.188 589s,Set Magnetic Heading,0x825C0023
735,0d:5h:09m:13.191 469s,Body Pitch Acceleration,0x1FFDA02A
736,0d:5h:09m:13.194 349s,Body Roll Acceleration,0x8000002B
737,0d:5h:09m:13.197 229s,Body Yaw Acceleration,0x0000002C
738,0d:5h:09m:13.200 109s,Altitude Rate,0x1F5E008A
739,0d:5h:09m:13.205 869s,Integrated Vertical Acceleration,0x1FF68CB5
740,0d:5h:09m:13.208 749s,Present Position - Latitude,0x1B05FC8
741,0d:5h:09m:13.211 629s,Present Position - Longitude,0x8ED82FC9
742,0d:5h:09m:13.214 509s,Ground Speed,0x00B6A0CA
743,0d:5h:09m:13.217 389s,Pitch Angle,0x801EC0D4
744,0d:5h:09m:13.220 269s,Roll Angle,0x1FFBC0D5
745,0d:5h:09m:13.223 149s,Body Pitch Rate,0x000000D6
746,0d:5h:09m:13.226 029s,Body Roll Rate,0x800000D7
747,0d:5h:09m:13.228 909s,Body Yaw Rate,0x800000D8
748,0d:5h:09m:13.231 789s,Body Longitudinal Acceleration,0x829900D9
749,0d:5h:09m:13.234 669s,Body Lateral Acceleration,0x1FF700DA
750,0d:5h:09m:13.237 549s,Body Normal Acceleration,0x1D3D00DB
751,0d:5h:09m:13.240 429s,Altitude (Inertial),0x003FA5F1
752,0d:5h:09m:13.243 309s,Vertical Acceleration,0x9D3D00F4
753,0d:5h:09m:13.246 189s,Inertial Vertical Velocity (EFI),0x1F5D40F5
754,0d:5h:09m:13.249 069s,g,0x020A80F8
755,0d:5h:09m:13.285 709s,Magnetic Heading,0x8A08400C
756,0d:5h:09m:13.288 589s,Set Magnetic Heading,0x825C0023
757,0d:5h:09m:13.291 469s,Body Pitch Acceleration,0x9FFE202A
758,0d:5h:09m:13.294 349s,Body Roll Acceleration,0x8000002B
759,0d:5h:09m:13.297 229s,Body Yaw Acceleration,0x0000002C
760,0d:5h:09m:13.300 109s,Altitude Rate,0x9F5C008A
761,0d:5h:09m:13.305 869s,Integrated Vertical Acceleration,0x9FF66FB5
762,0d:5h:09m:13.308 749s,Present Position - Latitude,0x1B05FC8
763,0d:5h:09m:13.311 629s,Present Position - Longitude,0x8ED82FC9
