Index,TimeTag,Alias,ARINC429
6690,0d:5h:09m:39.646 189s,Inertial Vertical Velocity (EFI),0x1C0480F5
6691,0d:5h:09m:39.649 069s,g,0x1FC680F8
6692,0d:5h:09m:39.685 709s,Magnetic Heading,0x0095400C
6693,0d:5h:09m:39.688 589s,Set Magnetic Heading,0x825C0023
6694,0d:5h:09m:39.691 469s,Body Pitch Acceleration,0x000EE02A
6695,0d:5h:09m:39.694 349s,Body Roll Acceleration,0x8005C02B
6696,0d:5h:09m:39.697 229s,Body Yaw Acceleration,0x8000802C
6697,0d:5h:09m:39.700 109s,Altitude Rate,0x1BEE008A
6698,0d:5h:09m:39.705 869s,Integrated Vertical Acceleration,0x03AC0AB5
6699,0d:5h:09m:39.708 749s,Present Position - Latitude,0x1B05FC8
6700,0d:5h:09m:39.711 629s,Present Position - Longitude,0x8ED82FC9
6701,0d:5h:09m:39.714 509s,Ground Speed,0x0080A0CA
6702,0d:5h:09m:39.717 389s,Pitch Angle,0x0676C0D4
6703,0d:5h:09m:39.720 269s,Roll Angle,0x0A6CC0D5
6704,0d:5h:09m:39.723 149s,Body Pitch Rate,0x1FF680D6
6705,0d:5h:09m:39.726 029s,Body Roll Rate,0x1FFD80D7
6706,0d:5h:09m:39.728 909s,Body Yaw Rate,0x800280D8
6707,0d:5h:09m:39.731 789s,Body Longitudinal Acceleration,0x9A6F00D9
6708,0d:5h:09m:39.734 669s,Body Lateral Acceleration,0x9BB900DA
6709,0d:5h:09m:39.737 549s,Body Normal Acceleration,0x8C4E00DB
6710,0d:5h:09m:39.740 429s,Altitude (Inertial),0x004552F1
6711,0d:5h:09m:39.743 309s,Vertical Acceleration,0x0C4E00F4
6712,0d:5h:09m:39.746 189s,Inertial Vertical Velocity (EFI),0x9BE160F5
6713,0d:5h:09m:39.749 069s,g,0x9FD080F8
6714,0d:5h:09m:39.785 709s,Magnetic Heading,0x009C800C
6715,0d:5h:09m:39.788 589s,Set Magnetic Heading,0x825C0023
6716,0d:5h:09m:39.791 469s,Body Pitch Acceleration,0x800EC02A
6717,0d:5h:09m:39.794 349s,Body Roll Acceleration,0x0005402B
6718,0d:5h:09m:39.797 229s,Body Yaw Acceleration,0x8000202C
6719,0d:5h:09m:39.800 109s,Altitude Rate,0x1BCA008A
6720,0d:5h:09m:39.805 869s,Integrated Vertical Acceleration,0x83B9C5B5
6721,0d:5h:09m:39.808 749s,Present Position - Latitude,0x1B05FC8
6722,0d:5h:09m:39.811 629s,Present Position - Longitude,0x8ED82FC9
6723,0d:5h:09m:39.814 509s,Ground Speed,0x808160CA
6724,0d:5h:09m:39.817 389s,Pitch Angle,0x065540D4
6725,0d:5h:09m:39.820 269s,Roll Angle,0x0ADDC0D5
6726,0d:5h:09m:39.823 149s,Body Pitch Rate,0x1FF700D6
6727,0d:5h:09m:39.826 029s,Body Roll Rate,0x1FFD80D7
6728,0d:5h:09m:39.828 909s,Body Yaw Rate,0x800280D8
6729,0d:5h:09m:39.831 789s,Body Longitudinal Acceleration,0x9AF500D9
6730,0d:5h:09m:39.834 669s,Body Lateral Acceleration,0x9C6600DA
6731,0d:5h:09m:39.837 549s,Body Normal Acceleration,0x0E7100DB
6732,0d:5h:09m:39.840 429s,Altitude (Inertial),0x0044DEF1
6733,0d:5h:09m:39.843 309s,Vertical Acceleration,0x8E7100F4
6734,0d:5h:09m:39.846 189s,Inertial Vertical Velocity (EFI),0x1BC980F5
6735,0d:5h:09m:39.849 069s,g,0x9FDA80F8
6736,0d:5h:09m:39.885 709s,Magnetic Heading,0x00C5400C
6737,0d:5h:09m:39.888 589s,Set Magnetic Heading,0x825C0023
6738,0d:5h:09m:39.891 469s,Body Pitch Acceleration,0x000E402A
6739,0d:5h:09m:39.894 349s,Body Roll Acceleration,0x0005402B
6740,0d:5h:09m:39.897 229s,Body Yaw Acceleration,0x1FFFE02C
6741,0d:5h:09m:39.900 109s,Altitude Rate,0x1BBE008A
6742,0d:5h:09m:39.905 869s,Integrated Vertical Acceleration,0x83BD3EB5
6743,0d:5h:09m:39.908 749s,Present Position - Latitude,0x1B05FC8
6744,0d:5h:09m:39.911 629s,Present Position - Longitude,0x8ED82FC9
6745,0d:5h:09m:39.914 509s,Ground Speed,0x808200CA
6746,0d:5h:09m:39.917 389s,Pitch Angle,0x864A40D4
6747,0d:5h:09m:39.920 269s,Roll Angle,0x0B3540D5
6748,0d:5h:09m:39.923 149s,Body Pitch Rate,0x9FF780D6
6749,0d:5h:09m:39.926 029s,Body Roll Rate,0x9FFE00D7
6750,0d:5h:09m:39.928 909s,Body Yaw Rate,0x800280D8
6751,0d:5h:09m:39.931 789s,Body Longitudinal Acceleration,0x9B7500D9
6752,0d:5h:09m:39.934 669s,Body Lateral Acceleration,0x9D9700DA
6753,0d:5h:09m:39.937 549s,Body Normal Acceleration,0x113800DB
6754,0d:5h:09m:39.940 429s,Altitude (Inertial),0x804429F1
6755,0d:5h:09m:39.943 309s,Vertical Acceleration,0x913800F4
6756,0d:5h:09m:39.946 189s,Inertial Vertical Velocity (EFI),0x1BA580F5
6757,0d:5h:09m:39.949 069s,g,0x9FF180F8
6758,0d:5h:09m:39.985 709s,Magnetic Heading,0x00D5000C
6759,0d:5h:09m:39.988 589s,Set Magnetic Heading,0x825C0023
6760,0d:5h:09m:39.991 469s,Body Pitch Acceleration,0x000D802A
6761,0d:5h:09m:39.994 349s,Body Roll Acceleration,0x8004E02B
6762,0d:5h:09m:39.997 229s,Body Yaw Acceleration,0x9FFF602C
6763,0d:5h:09m:40.000 109s,Altitude Rate,0x9B92008A
6764,0d:5h:09m:40.005 869s,Integrated Vertical Acceleration,0x83CA79B5
6765,0d:5h:09m:40.008 749s,Present Position - Latitude,0x1B05FC8
6766,0d:5h:09m:40.011 629s,Present Position - Longitude,0x8ED82FC9
6767,0d:5h:09m:40.014 509s,Ground Speed,0x008360CA
6768,0d:5h:09m:40.017 389s,Pitch Angle,0x862100D4
6769,0d:5h:09m:40.020 269s,Roll Angle,0x0B5BC0D5
6770,0d:5h:09m:40.023 149s,Body Pitch Rate,0x9FF880D6
6771,0d:5h:09m:40.026 029s,Body Roll Rate,0x9FFE00D7
6772,0d:5h:09m:40.028 909s,Body Yaw Rate,0x800280D8
6773,0d:5h:09m:40.031 789s,Body Longitudinal Acceleration,0x9BAE00D9
6774,0d:5h:09m:40.034 669s,Body Lateral Acceleration,0x9E9E00DA
6775,0d:5h:09m:40.037 549s,Body Normal Acceleration,0x935800DB
6776,0d:5h:09m:40.040 429s,Altitude (Inertial),0x00438AF1
6777,0d:5h:09m:40.043 309s,Vertical Acceleration,0x135800F4
6778,0d:5h:09m:40.046 189s,Inertial Vertical Velocity (EFI),0x9B8700F5
6779,0d:5h:09m:40.049 069s,g,0x1FFA80F8
6780,0d:5h:09m:40.085 709s,Magnetic Heading,0x00D8800C
6781,0d:5h:09m:40.088 589s,Set Magnetic Heading,0x825C0023
6782,0d:5h:09m:40.091 469s,Body Pitch Acceleration,0x800D602A
6783,0d:5h:09m:40.094 349s,Body Roll Acceleration,0x0004A02B
6784,0d:5h:09m:40.097 229s,Body Yaw Acceleration,0x1FFF202C
6785,0d:5h:09m:40.100 109s,Altitude Rate,0x9B70008A
6786,0d:5h:09m:40.105 869s,Integrated Vertical Acceleration,0x83D451B5
6787,0d:5h:09m:40.108 749s,Present Position - Latitude,0x1B05FC8
6788,0d:5h:09m:40.111 629s,Present Position - Longitude,0x8ED82FC9
6789,0d:5h:09m:40.114 509s,Ground Speed,0x808400CA
6790,0d:5h:09m:40.117 389s,Pitch Angle,0x860140D4
6791,0d:5h:09m:40.120 269s,Roll Angle,0x0B9400D5
6792,0d:5h:09m:40.123 149s,Body Pitch Rate,0x1FF980D6
6793,0d:5h:09m:40.126 029s,Body Roll Rate,0x1FFE80D7
6794,0d:5h:09m:40.128 909s,Body Yaw Rate,0x800280D8
6795,0d:5h:09m:40.131 789s,Body Longitudinal Acceleration,0x9C5900D9
6796,0d:5h:09m:40.134 669s,Body Lateral Acceleration,0x9F3F00DA
6797,0d:5h:09m:40.137 549s,Body Normal Acceleration,0x151400DB
6798,0d:5h:09m:40.140 429s,Altitude (Inertial),0x00430BF1
6799,0d:5h:09m:40.143 309s,Vertical Acceleration,0x951400F4
6800,0d:5h:09m:40.146 189s,Inertial Vertical Velocity (EFI),0x9B6F60F5
6801,0d:5h:09m:40.149 069s,g,0x000280F8
6802,0d:5h:09m:40.185 709s,Magnetic Heading,0x80E0800C
6803,0d:5h:09m:40.188 589s,Set Magnetic Heading,0x825C0023
6804,0d:5h:09m:40.191 469s,Body Pitch Acceleration,0x000D402A
6805,0d:5h:09m:40.194 349s,Body Roll Acceleration,0x8003C02B
6806,0d:5h:09m:40.197 229s,Body Yaw Acceleration,0x1FFEC02C
6807,0d:5h:09m:40.200 109s,Altitude Rate,0x1B66008A
6808,0d:5h:09m:40.205 869s,Integrated Vertical Acceleration,0x83D704B5
6809,0d:5h:09m:40.208 749s,Present Position - Latitude,0x1B05FC8
6810,0d:5h:09m:40.211 629s,Present Position - Longitude,0x8ED82FC9
6811,0d:5h:09m:40.214 509s,Ground Speed,0x8084A0CA
6812,0d:5h:09m:40.217 389s,Pitch Angle,0x85F900D4
6813,0d:5h:09m:40.220 269s,Roll Angle,0x8BB040D5
6814,0d:5h:09m:40.223 149s,Body Pitch Rate,0x9FFA00D6
6815,0d:5h:09m:40.226 029s,Body Roll Rate,0x1FFE80D7
6816,0d:5h:09m:40.228 909s,Body Yaw Rate,0x800280D8
6817,0d:5h:09m:40.231 789s,Body Longitudinal Acceleration,0x1C8F00D9
6818,0d:5h:09m:40.234 669s,Body Lateral Acceleration,0x1F8600DA
6819,0d:5h:09m:40.237 549s,Body Normal Acceleration,0x165500DB
6820,0d:5h:09m:40.240 429s,Altitude (Inertial),0x804294F1
6821,0d:5h:09m:40.243 309s,Vertical Acceleration,0x965500F4
6822,0d:5h:09m:40.246 189s,Inertial Vertical Velocity (EFI),0x9B59A0F5
6823,0d:5h:09m:40.249 069s,g,0x000B80F8
6824,0d:5h:09m:40.285 709s,Magnetic Heading,0x00E6000C
6825,0d:5h:09m:40.288 589s,Set Magnetic Heading,0x825C0023
6826,0d:5h:09m:40.291 469s,Body Pitch Acceleration,0x000D202A
6827,0d:5h:09m:40.294 349s,Body Roll Acceleration,0x0002C02B
6828,0d:5h:09m:40.297 229s,Body Yaw Acceleration,0x9FFE402C
6829,0d:5h:09m:40.300 109s,Altitude Rate,0x1B44008A
6830,0d:5h:09m:40.305 869s,Integrated Vertical Acceleration,0x83DE5DB5
6831,0d:5h:09m:40.308 749s,Present Position - Latitude,0x1B05FC8
6832,0d:5h:09m:40.311 629s,Present Position - Longitude,0x8ED82FC9
6833,0d:5h:09m:40.314 509s,Ground Speed,0x008560CA
6834,0d:5h:09m:40.317 389s,Pitch Angle,0x85DBC0D4
6835,0d:5h:09m:40.320 269s,Roll Angle,0x0BC8C0D5
6836,0d:5h:09m:40.323 149s,Body Pitch Rate,0x1FFA80D6
6837,0d:5h:09m:40.326 029s,Body Roll Rate,0x1FFE80D7
6838,0d:5h:09m:40.328 909s,Body Yaw Rate,0x800280D8
6839,0d:5h:09m:40.331 789s,Body Longitudinal Acceleration,0x1CC400D9
6840,0d:5h:09m:40.334 669s,Body Lateral Acceleration,0x800700DA
6841,0d:5h:09m:40.337 549s,Body Normal Acceleration,0x179700DB
6842,0d:5h:09m:40.340 429s,Altitude (Inertial),0x804197F1
6843,0d:5h:09m:40.343 309s,Vertical Acceleration,0x185C00F4
6844,0d:5h:09m:40.346 189s,Inertial Vertical Velocity (EFI),0x1B2D40F5
6845,0d:5h:09m:40.349 069s,g,0x801D80F8
6846,0d:5h:09m:40.385 709s,Magnetic Heading,0x0101800C
6847,0d:5h:09m:40.388 589s,Set Magnetic Heading,0x825C0023
6848,0d:5h:09m:40.391 469s,Body Pitch Acceleration,0x800CE02A
6849,0d:5h:09m:40.394 349s,Body Roll Acceleration,0x0003802B
6850,0d:5h:09m:40.397 229s,Body Yaw Acceleration,0x1FFE002C
6851,0d:5h:09m:40.400 109s,Altitude Rate,0x1B22008A
6852,0d:5h:09m:40.405 869s,Integrated Vertical Acceleration,0x03E2B1B5
6853,0d:5h:09m:40.408 749s,Present Position - Latitude,0x1B05FC8
6854,0d:5h:09m:40.411 629s,Present Position - Longitude,0x8ED82FC9
6855,0d:5h:09m:40.414 509s,Ground Speed,0x0086A0CA
6856,0d:5h:09m:40.417 389s,Pitch Angle,0x05C200D4
6857,0d:5h:09m:40.420 269s,Roll Angle,0x0BE600D5
6858,0d:5h:09m:40.423 149s,Body Pitch Rate,0x1FFB00D6
6859,0d:5h:09m:40.426 029s,Body Roll Rate,0x1FFF00D7
6860,0d:5h:09m:40.428 909s,Body Yaw Rate,0x800280D8
6861,0d:5h:09m:40.431 789s,Body Longitudinal Acceleration,0x1C9700D9
6862,0d:5h:09m:40.434 669s,Body Lateral Acceleration,0x017900DA
6863,0d:5h:09m:40.437 549s,Body Normal Acceleration,0x98AC00DB
6864,0d:5h:09m:40.440 429s,Altitude (Inertial),0x004159F1
6865,0d:5h:09m:40.443 309s,Vertical Acceleration,0x18AC00F4
6866,0d:5h:09m:40.446 189s,Inertial Vertical Velocity (EFI),0x9B22C0F5
6867,0d:5h:09m:40.449 069s,g,0x002680F8
6868,0d:5h:09m:40.485 709s,Magnetic Heading,0x8105400C
6869,0d:5h:09m:40.488 589s,Set Magnetic Heading,0x825C0023
6870,0d:5h:09m:40.491 469s,Body Pitch Acceleration,0x000CC02A
6871,0d:5h:09m:40.494 349s,Body Roll Acceleration,0x8004402B
6872,0d:5h:09m:40.497 229s,Body Yaw Acceleration,0x1FFD602C
6873,0d:5h:09m:40.500 109s,Altitude Rate,0x1B0C008A
6874,0d:5h:09m:40.505 869s,Integrated Vertical Acceleration,0x83E3B1B5
6875,0d:5h:09m:40.508 749s,Present Position - Latitude,0x1B05FC8
6876,0d:5h:09m:40.511 629s,Present Position - Longitude,0x8ED82FC9
6877,0d:5h:09m:40.514 509s,Ground Speed,0x808760CA
6878,0d:5h:09m:40.517 389s,Pitch Angle,0x05B180D4
6879,0d:5h:09m:40.520 269s,Roll Angle,0x8BFB40D5
6880,0d:5h:09m:40.523 149s,Body Pitch Rate,0x9FFC00D6
6881,0d:5h:09m:40.526 029s,Body Roll Rate,0x1FFF00D7
6882,0d:5h:09m:40.528 909s,Body Yaw Rate,0x000200D8
6883,0d:5h:09m:40.531 789s,Body Longitudinal Acceleration,0x9BF100D9
6884,0d:5h:09m:40.534 669s,Body Lateral Acceleration,0x03A500DA
6885,0d:5h:09m:40.537 549s,Body Normal Acceleration,0x98F300DB
6886,0d:5h:09m:40.540 429s,Altitude (Inertial),0x004097F1
6887,0d:5h:09m:40.543 309s,Vertical Acceleration,0x18F300F4
6888,0d:5h:09m:40.546 189s,Inertial Vertical Velocity (EFI),0x1B0260F5
6889,0d:5h:09m:40.549 069s,g,0x803080F8
6890,0d:5h:09m:40.585 709s,Magnetic Heading,0x0105C00C
6891,0d:5h:09m:40.588 589s,Set Magnetic Heading,0x825C0023
6892,0d:5h:09m:40.591 469s,Body Pitch Acceleration,0x000CC02A
6893,0d:5h:09m:40.594 349s,Body Roll Acceleration,0x8004E02B
6894,0d:5h:09m:40.597 229s,Body Yaw Acceleration,0x1FFCE02C
6895,0d:5h:09m:40.600 109s,Altitude Rate,0x1AEC008A
6896,0d:5h:09m:40.605 869s,Integrated Vertical Acceleration,0x83E761B5
6897,0d:5h:09m:40.608 749s,Present Position - Latitude,0x1B05FC8
6898,0d:5h:09m:40.611 629s,Present Position - Longitude,0x8ED82FC9
6899,0d:5h:09m:40.614 509s,Ground Speed,0x808800CA
6900,0d:5h:09m:40.617 389s,Pitch Angle,0x859CC0D4
6901,0d:5h:09m:40.620 269s,Roll Angle,0x8C0640D5
6902,0d:5h:09m:40.623 149s,Body Pitch Rate,0x1FFC80D6
6903,0d:5h:09m:40.626 029s,Body Roll Rate,0x9FFF80D7
6904,0d:5h:09m:40.628 909s,Body Yaw Rate,0x000200D8
6905,0d:5h:09m:40.631 789s,Body Longitudinal Acceleration,0x9C3F00D9
6906,0d:5h:09m:40.634 669s,Body Lateral Acceleration,0x04BC00DA
6907,0d:5h:09m:40.637 549s,Body Normal Acceleration,0x19D800DB
6908,0d:5h:09m:40.640 429s,Altitude (Inertial),0x80400AF1
6909,0d:5h:09m:40.643 309s,Vertical Acceleration,0x99D800F4
6910,0d:5h:09m:40.646 189s,Inertial Vertical Velocity (EFI),0x9ADB20F5
6911,0d:5h:09m:40.649 069s,g,0x003F00F8
6912,0d:5h:09m:40.685 709s,Magnetic Heading,0x0109000C
6913,0d:5h:09m:40.688 589s,Set Magnetic Heading,0x825C0023
6914,0d:5h:09m:40.691 469s,Body Pitch Acceleration,0x800C802A
6915,0d:5h:09m:40.694 349s,Body Roll Acceleration,0x8005602B
6916,0d:5h:09m:40.697 229s,Body Yaw Acceleration,0x9FFC602C
6917,0d:5h:09m:40.700 109s,Altitude Rate,0x1ADC008A
6918,0d:5h:09m:40.705 869s,Integrated Vertical Acceleration,0x03E8CFB5
6919,0d:5h:09m:40.708 749s,Present Position - Latitude,0x1B05FC8
6920,0d:5h:09m:40.711 629s,Present Position - Longitude,0x8ED82FC9
6921,0d:5h:09m:40.714 509s,Ground Speed,0x008960CA
6922,0d:5h:09m:40.717 389s,Pitch Angle,0x858800D4
6923,0d:5h:09m:40.720 269s,Roll Angle,0x8C1240D5
6924,0d:5h:09m:40.723 149s,Body Pitch Rate,0x9FFD80D6
6925,0d:5h:09m:40.726 029s,Body Roll Rate,0x800000D7
6926,0d:5h:09m:40.728 909s,Body Yaw Rate,0x800180D8
6927,0d:5h:09m:40.731 789s,Body Longitudinal Acceleration,0x9C0F00D9
6928,0d:5h:09m:40.734 669s,Body Lateral Acceleration,0x06E400DA
6929,0d:5h:09m:40.737 549s,Body Normal Acceleration,0x1A5900DB
6930,0d:5h:09m:40.740 429s,Altitude (Inertial),0x003F17F1
6931,0d:5h:09m:40.743 309s,Vertical Acceleration,0x9A5900F4
6932,0d:5h:09m:40.746 189s,Inertial Vertical Velocity (EFI),0x9AC620F5
6933,0d:5h:09m:40.749 069s,g,0x004400F8
6934,0d:5h:09m:40.785 709s,Magnetic Heading,0x0109C00C
6935,0d:5h:09m:40.788 589s,Set Magnetic Heading,0x825C0023
6936,0d:5h:09m:40.791 469s,Body Pitch Acceleration,0x000CA02A
6937,0d:5h:09m:40.794 349s,Body Roll Acceleration,0x8004402B
6938,0d:5h:09m:40.797 229s,Body Yaw Acceleration,0x1FFC402C
6939,0d:5h:09m:40.800 109s,Altitude Rate,0x9AC0008A
6940,0d:5h:09m:40.805 869s,Integrated Vertical Acceleration,0x03E910B5
6941,0d:5h:09m:40.808 749s,Present Position - Latitude,0x1B05FC8
6942,0d:5h:09m:40.811 629s,Present Position - Longitude,0x8ED82FC9
6943,0d:5h:09m:40.814 509s,Ground Speed,0x8089E0CA
6944,0d:5h:09m:40.817 389s,Pitch Angle,0x058500D4
6945,0d:5h:09m:40.820 269s,Roll Angle,0x0C1380D5
6946,0d:5h:09m:40.823 149s,Body Pitch Rate,0x9FFD80D6
6947,0d:5h:09m:40.826 029s,Body Roll Rate,0x800000D7
6948,0d:5h:09m:40.828 909s,Body Yaw Rate,0x800180D8
6949,0d:5h:09m:40.831 789s,Body Longitudinal Acceleration,0x9B9100D9
6950,0d:5h:09m:40.834 669s,Body Lateral Acceleration,0x07E600DA
6951,0d:5h:09m:40.837 549s,Body Normal Acceleration,0x99F200DB
6952,0d:5h:09m:40.840 429s,Altitude (Inertial),0x003EAEF1
6953,0d:5h:09m:40.843 309s,Vertical Acceleration,0x19F200F4
6954,0d:5h:09m:40.846 189s,Inertial Vertical Velocity (EFI),0x1AB680F5
6955,0d:5h:09m:40.849 069s,g,0x004980F8
6956,0d:5h:09m:40.885 709s,Magnetic Heading,0x010A000C
6957,0d:5h:09m:40.888 589s,Set Magnetic Heading,0x825C0023
6958,0d:5h:09m:40.891 469s,Body Pitch Acceleration,0x000CC02A
6959,0d:5h:09m:40.894 349s,Body Roll Acceleration,0x8009602B
6960,0d:5h:09m:40.897 229s,Body Yaw Acceleration,0x9FFAA02C
6961,0d:5h:09m:40.900 109s,Altitude Rate,0x1AA2008A
6962,0d:5h:09m:40.905 869s,Integrated Vertical Acceleration,0x03E5B6B5
6963,0d:5h:09m:40.908 749s,Present Position - Latitude,0x1B05FC8
6964,0d:5h:09m:40.911 629s,Present Position - Longitude,0x8ED82FC9
6965,0d:5h:09m:40.914 509s,Ground Speed,0x008AA0CA
6966,0d:5h:09m:40.917 389s,Pitch Angle,0x8578C0D4
6967,0d:5h:09m:40.920 269s,Roll Angle,0x0C1680D5
6968,0d:5h:09m:40.923 149s,Body Pitch Rate,0x1FFE00D6
6969,0d:5h:09m:40.926 029s,Body Roll Rate,0x000080D7
6970,0d:5h:09m:40.928 909s,Body Yaw Rate,0x800180D8
6971,0d:5h:09m:40.931 789s,Body Longitudinal Acceleration,0x1B0900D9
6972,0d:5h:09m:40.934 669s,Body Lateral Acceleration,0x895100DA
6973,0d:5h:09m:40.937 549s,Body Normal Acceleration,0x996D00DB
6974,0d:5h:09m:40.940 429s,Altitude (Inertial),0x803D9FF1
6975,0d:5h:09m:40.943 309s,Vertical Acceleration,0x18B200F4
6976,0d:5h:09m:40.946 189s,Inertial Vertical Velocity (EFI),0x1A8F40F5
6977,0d:5h:09m:40.949 069s,g,0x005480F8
6978,0d:5h:09m:40.985 709s,Magnetic Heading,0x810A400C
6979,0d:5h:09m:40.988 589s,Set Magnetic Heading,0x825C0023
6980,0d:5h:09m:40.991 469s,Body Pitch Acceleration,0x800D002A
6981,0d:5h:09m:40.994 349s,Body Roll Acceleration,0x800B802B
6982,0d:5h:09m:40.997 229s,Body Yaw Acceleration,0x9FF9A02C
6983,0d:5h:09m:41.000 109s,Altitude Rate,0x9A90008A
6984,0d:5h:09m:41.005 869s,Integrated Vertical Acceleration,0x03E2C9B5
6985,0d:5h:09m:41.008 749s,Present Position - Latitude,0x1B05FC8
6986,0d:5h:09m:41.011 629s,Present Position - Longitude,0x8ED82FC9
6987,0d:5h:09m:41.014 509s,Ground Speed,0x008C00CA
6988,0d:5h:09m:41.017 389s,Pitch Angle,0x856E80D4
6989,0d:5h:09m:41.020 269s,Roll Angle,0x0C1200D5
6990,0d:5h:09m:41.023 149s,Body Pitch Rate,0x9FFF00D6
6991,0d:5h:09m:41.026 029s,Body Roll Rate,0x000100D7
6992,0d:5h:09m:41.028 909s,Body Yaw Rate,0x000100D8
6993,0d:5h:09m:41.031 789s,Body Longitudinal Acceleration,0x19E900D9
6994,0d:5h:09m:41.034 669s,Body Lateral Acceleration,0x8B7100DA
6995,0d:5h:09m:41.037 549s,Body Normal Acceleration,0x985300DB
6996,0d:5h:09m:41.040 429s,Altitude (Inertial),0x003D20F1
6997,0d:5h:09m:41.043 309s,Vertical Acceleration,0x185300F4
6998,0d:5h:09m:41.046 189s,Inertial Vertical Velocity (EFI),0x9A7D80F5
6999,0d:5h:09m:41.049 069s,g,0x005880F8
7000,0d:5h:09m:41.085 709s,Magnetic Heading,0x010A000C
7001,0d:5h:09m:41.088 589s,Set Magnetic Heading,0x825C0023
7002,0d:5h:09m:41.091 469s,Body Pitch Acceleration,0x000F002A
7003,0d:5h:09m:41.094 349s,Body Roll Acceleration,0x000D002B
7004,0d:5h:09m:41.097 229s,Body Yaw Acceleration,0x1FF9402C
7005,0d:5h:09m:41.100 109s,Altitude Rate,0x1A76008A
7006,0d:5h:09m:41.105 869s,Integrated Vertical Acceleration,0x83E08DB5
7007,0d:5h:09m:41.108 749s,Present Position - Latitude,0x1B05FC8
7008,0d:5h:09m:41.111 629s,Present Position - Longitude,0x8ED82FC9
7009,0d:5h:09m:41.114 509s,Ground Speed,0x008CC0CA
7010,0d:5h:09m:41.117 389s,Pitch Angle,0x856D40D4
7011,0d:5h:09m:41.120 269s,Roll Angle,0x8C0980D5
7012,0d:5h:09m:41.123 149s,Body Pitch Rate,0x000000D6
7013,0d:5h:09m:41.126 029s,Body Roll Rate,0x000200D7
7014,0d:5h:09m:41.128 909s,Body Yaw Rate,0x000080D8
7015,0d:5h:09m:41.131 789s,Body Longitudinal Acceleration,0x195D00D9
7016,0d:5h:09m:41.134 669s,Body Lateral Acceleration,0x0C9C00DA
7017,0d:5h:09m:41.137 549s,Body Normal Acceleration,0x17BC00DB
7018,0d:5h:09m:41.140 429s,Altitude (Inertial),0x803C6EF1
7019,0d:5h:09m:41.143 309s,Vertical Acceleration,0x97BC00F4
7020,0d:5h:09m:41.146 189s,Inertial Vertical Velocity (EFI),0x9A6580F5
7021,0d:5h:09m:41.149 069s,g,0x805C80F8
7022,0d:5h:09m:41.185 725s,Magnetic Heading,0x0109C00C
7023,0d:5h:09m:41.188 605s,Set Magnetic Heading,0x825C0023
7024,0d:5h:09m:41.191 485s,Body Pitch Acceleration,0x000FC02A
7025,0d:5h:09m:41.194 365s,Body Roll Acceleration,0x800D202B
7026,0d:5h:09m:41.197 245s,Body Yaw Acceleration,0x1FF8602C
7027,0d:5h:09m:41.200 125s,Altitude Rate,0x1A52008A
7028,0d:5h:09m:41.205 885s,Integrated Vertical Acceleration,0x83D966B5
7029,0d:5h:09m:41.208 765s,Present Position - Latitude,0x1B05FC8
7030,0d:5h:09m:41.211 645s,Present Position - Longitude,0x8ED82FC9
7031,0d:5h:09m:41.214 525s,Ground Speed,0x008E20CA
7032,0d:5h:09m:41.217 405s,Pitch Angle,0x856B80D4
7033,0d:5h:09m:41.220 285s,Roll Angle,0x0BFF80D5
7034,0d:5h:09m:41.223 165s,Body Pitch Rate,0x800080D6
7035,0d:5h:09m:41.226 045s,Body Roll Rate,0x800280D7
7036,0d:5h:09m:41.228 925s,Body Yaw Rate,0x000080D8
7037,0d:5h:09m:41.231 805s,Body Longitudinal Acceleration,0x187D00D9
7038,0d:5h:09m:41.234 685s,Body Lateral Acceleration,0x8D7E00DA
7039,0d:5h:09m:41.237 565s,Body Normal Acceleration,0x165A00DB
7040,0d:5h:09m:41.240 445s,Altitude (Inertial),0x003BE0F1
7041,0d:5h:09m:41.243 325s,Vertical Acceleration,0x965A00F4
7042,0d:5h:09m:41.246 205s,Inertial Vertical Velocity (EFI),0x9A52C0F5
7043,0d:5h:09m:41.249 085s,g,0x805E00F8
7044,0d:5h:09m:41.285 709s,Magnetic Heading,0x8109400C
7045,0d:5h:09m:41.288 589s,Set Magnetic Heading,0x825C0023
7046,0d:5h:09m:41.291 469s,Body Pitch Acceleration,0x800F802A
7047,0d:5h:09m:41.294 349s,Body Roll Acceleration,0x000D602B
7048,0d:5h:09m:41.297 229s,Body Yaw Acceleration,0x1FF8002C
7049,0d:5h:09m:41.300 109s,Altitude Rate,0x1A4A008A
7050,0d:5h:09m:41.305 869s,Integrated Vertical Acceleration,0x83D5DBB5
7051,0d:5h:09m:41.308 749s,Present Position - Latitude,0x1B05FC8
7052,0d:5h:09m:41.311 629s,Present Position - Longitude,0x8ED82FC9
7053,0d:5h:09m:41.314 509s,Ground Speed,0x008EE0CA
7054,0d:5h:09m:41.317 389s,Pitch Angle,0x056EC0D4
7055,0d:5h:09m:41.320 269s,Roll Angle,0x0BECC0D5
7056,0d:5h:09m:41.323 149s,Body Pitch Rate,0x000180D6
7057,0d:5h:09m:41.326 029s,Body Roll Rate,0x800300D7
7058,0d:5h:09m:41.328 909s,Body Yaw Rate,0x800000D8
7059,0d:5h:09m:41.331 789s,Body Longitudinal Acceleration,0x970B00D9
7060,0d:5h:09m:41.334 669s,Body Lateral Acceleration,0x8F0100DA
